,0
813,91.9175
814,112.1525
815,106.845
816,98.01
817,81.1375
818,114.5625
819,115.035
820,114.105
821,113.935
822,113.9675
823,112.64
824,112.545
825,112.26
826,111.045
827,110.2175
828,109.0425
829,107.3475
830,105.2475
831,102.6
832,99.9475
833,96.45
834,93.535
835,90.1725
836,86.4
837,80.0275
838,72.45
839,64.8075
840,57.6225
841,49.03
842,43.005
843,34.9975
844,27.55
845,20.39
846,12.0475
847,6.415
848,2.8775
849,0.86
850,0.0375
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.26
892,1.8625
893,4.725
894,8.0225
895,12.8475
896,18.925
897,23.28
898,33.89
899,39.9925
900,45.2275
901,53.98
902,61.36
903,68.1075
904,76.0525
905,82.235
906,87.185
907,95.76
908,101.52
909,103.565
910,105.8225
911,108.8875
912,110.7825
913,113.35
914,113.6825
915,114.9475
916,115.93
917,115.44
918,116.2525
919,116.8725
920,116.765
921,115.695
922,114.415
923,113.825
924,112.315
925,110.0875
926,107.6775
927,105.4575
928,99.27
929,95.9725
930,93.5125
931,92.325
932,87.8825
933,85.8825
934,67.75
935,68.84
936,53.605
937,51.0675
938,43.8475
939,36.0825
940,30.9875
941,24.21
942,16.705
943,9.57
944,4.065
945,1.48
946,0.1075
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.145
988,1.62
989,4.0875
990,7.1775
991,11.75
992,18.955
993,27.14
994,34.395
995,42.3675
996,48.925
997,56.0725
998,62.5125
999,68.6675
1000,72.3975
1001,78.3
1002,87.035
1003,96.2675
1004,102.1075
1005,105.1
1006,107.6825
1007,110.07
1008,112.1875
1009,113.355
1010,114.145
1011,116.2725
1012,116.54
1013,116.3225
1014,115.675
1015,115.0
1016,114.87
1017,115.05
1018,113.6325
1019,112.66
1020,111.2225
1021,107.78
1022,104.44
1023,104.7175
1024,101.5775
1025,99.3075
1026,91.2075
1027,91.25
1028,89.6675
1029,84.56
1030,75.7025
1031,64.725
1032,60.585
1033,53.1125
1034,42.34
1035,38.1075
1036,28.7575
1037,20.575
1038,16.2775
1039,10.86
1040,5.1425
1041,1.825
1042,0.285
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.445
1084,2.3225
1085,4.98
1086,8.21
1087,13.745
1088,20.17
1089,26.46
1090,33.705
1091,41.5425
1092,47.3225
1093,58.19
1094,72.7225
1095,71.385
1096,75.92
1097,81.7675
1098,98.5475
1099,86.545
1100,50.515
1101,86.7725
1102,107.9775
1103,116.815
1104,114.4
1105,110.14
1106,112.095
1107,119.4025
1108,117.36
1109,109.5825
1110,102.4275
1111,112.7525
1112,92.2075
1113,100.6275
1114,102.185
1115,98.675
1116,86.5425
1117,80.8225
1118,59.45
1119,78.73
1120,75.645
1121,52.2525
1122,43.2
1123,51.575
1124,66.21
1125,76.2925
1126,74.56
1127,65.1075
1128,57.4025
1129,49.345
1130,30.365
1131,32.235
1132,25.5725
1133,13.275
1134,13.6
1135,8.9775
1136,3.74
1137,1.1025
1138,0.1525
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.145
1180,0.81
1181,2.425
1182,2.4
1183,4.9025
1184,3.8625
1185,7.245
1186,10.13
1187,19.815
1188,28.81
1189,39.6625
1190,63.0075
1191,63.5075
1192,54.915
1193,38.96
1194,87.71
1195,102.3425
1196,89.74
1197,83.1175
1198,72.0925
1199,64.325
1200,120.4225
1201,103.3725
1202,89.0225
1203,97.5925
1204,105.3825
1205,123.065
1206,110.9875
1207,99.735
1208,117.8675
1209,117.1625
1210,121.24
1211,120.41
1212,116.5675
1213,116.7325
1214,115.2675
1215,112.83
1216,106.2675
1217,99.19
1218,97.9625
1219,95.86
1220,93.315
1221,89.29
1222,83.165
1223,74.58
1224,66.1275
1225,57.2475
1226,48.6875
1227,40.6775
1228,35.3625
1229,24.2825
1230,9.7075
1231,6.51
1232,5.0375
1233,1.965
1234,0.33
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.375
1276,2.765
1277,6.105
1278,8.3225
1279,7.65
1280,9.405
1281,8.4975
1282,11.115
1283,25.8925
1284,28.1675
1285,34.9975
1286,33.8175
1287,37.9925
1288,23.6325
1289,33.48
1290,25.2
1291,41.5025
1292,53.615
1293,27.0125
1294,40.2
1295,38.3625
1296,40.9625
1297,63.5825
1298,93.6
1299,108.5625
1300,107.895
1301,102.43
1302,82.6875
1303,83.2875
1304,67.5525
1305,55.3275
1306,48.7525
1307,91.2475
1308,88.3075
1309,81.185
1310,71.61
1311,58.805
1312,78.39
1313,80.6575
1314,80.055
1315,89.0625
1316,96.81
1317,90.39
1318,87.0675
1319,79.4975
1320,68.545
1321,58.58
1322,49.6925
1323,41.06
1324,31.95
1325,22.2675
1326,15.7275
1327,9.47
1328,5.79
1329,2.405
1330,0.3875
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.025
1371,0.7
1372,2.79
1373,5.78
1374,10.38
1375,16.895
1376,22.6025
1377,28.525
1378,41.405
1379,49.625
1380,56.1575
1381,62.1175
1382,69.025
1383,75.635
1384,82.5425
1385,85.5675
1386,92.2775
1387,90.425
1388,66.005
1389,68.9275
1390,71.55
1391,101.5775
1392,112.9325
1393,114.485
1394,115.94
1395,117.1
1396,117.575
1397,117.8175
1398,118.4125
1399,116.985
1400,115.505
1401,116.0775
1402,113.6475
1403,111.64
1404,111.69
1405,107.2675
1406,107.6025
1407,101.58
1408,86.1575
1409,78.1025
1410,76.3725
1411,86.61
1412,83.7625
1413,84.7375
1414,61.23
1415,49.1675
1416,50.125
1417,47.6425
1418,42.2775
1419,40.475
1420,29.7525
1421,27.0725
1422,21.56
1423,13.34
1424,8.0125
1425,4.105
1426,1.1225
1427,0.3625
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.1825
1467,1.4475
1468,4.1175
1469,7.34
1470,9.3775
1471,11.275
1472,16.5675
1473,25.1175
1474,28.8675
1475,43.86
1476,55.2975
1477,60.965
1478,66.6975
1479,71.9875
1480,81.1025
1481,87.29
1482,93.4175
1483,99.6275
1484,103.315
1485,106.4
1486,108.69
1487,111.1225
1488,112.875
1489,114.0875
1490,115.225
1491,115.74
1492,115.735
1493,115.7825
1494,115.7475
1495,114.0725
1496,114.985
1497,113.6125
1498,110.12
1499,107.94
1500,106.78
1501,105.765
1502,103.76
1503,91.5925
1504,97.9425
1505,91.48
1506,93.6025
1507,83.8125
1508,81.95
1509,73.445
1510,54.83
1511,43.415
1512,43.9025
1513,39.625
1514,36.1725
1515,32.2
1516,25.3575
1517,20.7825
1518,14.7025
1519,10.3075
1520,6.175
1521,3.2875
1522,0.9175
1523,0.0125
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.12
1563,1.1225
1564,3.5375
1565,5.5625
1566,7.295
1567,11.02
1568,16.89
1569,20.345
1570,18.99
1571,20.2225
1572,39.56
1573,59.74
1574,66.26
1575,73.92
1576,82.1425
1577,86.0775
1578,93.5025
1579,99.2825
1580,103.7375
1581,106.8025
1582,109.1675
1583,111.57
1584,113.8525
1585,115.2175
1586,116.515
1587,117.695
1588,118.29
1589,119.0575
1590,119.57
1591,119.4125
1592,118.81
1593,117.4225
1594,116.05
1595,114.5125
1596,112.655
1597,110.74
1598,107.465
1599,104.91
1600,101.1
1601,98.4125
1602,95.515
1603,94.2175
1604,89.7525
1605,84.3675
1606,77.0425
1607,69.6175
1608,61.6625
1609,53.42
1610,45.6225
1611,38.13
1612,30.76
1613,23.71
1614,17.1
1615,11.4475
1616,6.595
1617,2.8975
1618,0.8225
1619,0.05
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.125
1659,1.7675
1660,5.365
1661,10.8325
1662,13.245
1663,17.6725
1664,25.755
1665,26.4575
1666,27.9325
1667,15.4575
1668,10.7075
1669,16.525
1670,29.3325
1671,31.4525
1672,30.615
1673,54.0025
1674,81.8475
1675,78.4625
1676,97.445
1677,64.1075
1678,59.2475
1679,29.27
1680,30.625
1681,39.325
1682,42.35
1683,58.2175
1684,53.0525
1685,32.0675
1686,18.5075
1687,12.0
1688,14.375
1689,17.325
1690,11.7475
1691,15.7825
1692,19.575
1693,22.065
1694,35.3025
1695,46.8
1696,32.5
1697,12.4825
1698,20.515
1699,23.6275
1700,23.6175
1701,19.14
1702,11.5525
1703,7.255
1704,4.955
1705,3.825
1706,4.4175
1707,4.635
1708,3.6575
1709,3.58
1710,2.885
1711,1.5825
1712,0.8025
1713,0.05
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.42
1755,2.22
1756,4.675
1757,6.96
1758,11.715
1759,19.015
1760,27.635
1761,36.1125
1762,44.8475
1763,52.7525
1764,59.6275
1765,65.8875
1766,72.265
1767,79.0275
1768,85.5125
1769,91.6475
1770,98.7625
1771,104.475
1772,107.8075
1773,111.0025
1774,113.745
1775,116.4575
1776,118.48
1777,120.56
1778,121.85
1779,122.975
1780,123.865
1781,123.98
1782,123.5275
1783,123.4175
1784,122.895
1785,122.245
1786,121.165
1787,119.8275
1788,118.0025
1789,116.1275
1790,113.72
1791,111.045
1792,108.3125
1793,105.1925
1794,102.085
1795,98.495
1796,94.7825
1797,90.84
1798,85.66
1799,78.285
1800,70.09
1801,61.715
1802,53.3075
1803,44.7675
1804,36.4775
1805,28.4475
1806,20.835
1807,14.2
1808,8.6375
1809,3.8975
1810,1.575
1811,0.3175
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.025
1850,0.725
1851,2.1375
1852,3.825
1853,6.57
1854,12.46
1855,20.8675
1856,29.8875
1857,38.5775
1858,46.895
1859,54.5225
1860,60.8625
1861,66.895
1862,73.725
1863,81.425
1864,88.2825
1865,93.82
1866,100.6625
1867,105.905
1868,109.3925
1869,112.5875
1870,115.3275
1871,117.21
1872,118.995
1873,120.5675
1874,122.19
1875,123.25
1876,123.99
1877,124.5925
1878,124.645
1879,124.1625
1880,124.0875
1881,123.62
1882,123.23
1883,121.5825
1884,119.81
1885,117.6825
1886,115.4425
1887,112.77
1888,110.02
1889,106.9825
1890,103.5925
1891,99.535
1892,95.5675
1893,91.0625
1894,86.045
1895,78.09
1896,70.105
1897,61.1975
1898,52.88
1899,44.1925
1900,35.6575
1901,27.7075
1902,20.56
1903,14.015
1904,8.625
1905,4.275
1906,1.805
1907,0.395
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,0.0
1930,0.0
1931,0.0
1932,0.0
1933,0.0
1934,0.0
1935,0.0
1936,0.0
1937,0.0
1938,0.0
1939,0.0
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,0.075
1946,0.8725
1947,2.3425
1948,3.94
1949,7.045
1950,13.485
1951,22.28
1952,31.5175
1953,40.43
1954,48.9875
1955,56.6625
1956,63.0225
1957,69.5375
1958,76.275
1959,83.6525
1960,90.3
1961,94.75
1962,102.6725
1963,107.0125
1964,110.26
1965,112.97
1966,115.7275
1967,117.95
1968,119.7275
1969,121.3675
1970,122.5725
1971,123.73
1972,124.5675
1973,124.895
1974,124.8225
1975,124.4625
1976,123.7675
1977,123.025
1978,121.8925
1979,120.675
1980,119.0625
1981,116.835
1982,114.2225
1983,111.6875
1984,108.5675
1985,105.8525
1986,102.0725
1987,98.7375
1988,95.0175
1989,90.1475
1990,85.27
1991,78.285
1992,69.1525
1993,60.77
1994,52.31
1995,45.0175
1996,36.7025
1997,28.6575
1998,21.3975
1999,14.71
2000,9.155
2001,4.595
2002,1.945
2003,0.445
2004,0.0
2005,0.0
2006,0.0
2007,0.0
2008,0.0
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2021,0.0
2022,0.0
2023,0.0
2024,0.0
2025,0.0
2026,0.0
2027,0.0
2028,0.0
2029,0.0
2030,0.0
2031,0.0
2032,0.0
2033,0.0
2034,0.0
2035,0.0
2036,0.0
2037,0.0
2038,0.0
2039,0.0
2040,0.0
2041,0.12
2042,1.09
2043,2.63
2044,4.375
2045,7.6275
2046,14.0325
2047,22.71
2048,31.7175
2049,40.4775
2050,48.8475
2051,56.4325
2052,62.5775
2053,68.125
2054,73.57
